"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers","missing_Sqft"
"18468",4,"OZONE PARK               ","22  STORE BUILDINGS                         ","4",11473,14,NA,"K2","106-09 ROCKAWAY BOULEVARD                ","            ",11417,"0","2","2"," 5,523 "," 9,394 ",1920,4,"K2"," 1,300,000 ","5/31/2016",1300000,9394,5523,0,FALSE
"18470",4,"OZONE PARK               ","22  STORE BUILDINGS                         ","4",11529,3,NA,"K4","137-01 CROSSBAY BLVD                     ","            ",11417,"1","1","2"," 2,000 "," 3,360 ",1925,4,"K4"," 1,700,000 ","9/26/2016",1700000,3360,2000,0,FALSE
"18472",4,"OZONE PARK               ","27  FACTORIES                               ","4",9376,14,NA,"F4","100-30 ATLANTIC AVENUE                   ","            ",11416,"0","1","1"," 8,240 "," 5,225 ",1900,4,"F4"," 2,326,000 ","5/9/2016",2326000,5225,8240,0,FALSE
"18474",4,"OZONE PARK               ","29  COMMERCIAL GARAGES                      ","4",9121,18,NA,"G2","103-24 99TH STREET                       ","            ",11417,"0","1","1"," 4,304 "," 3,600 ",1928,4,"G2"," 850,000 ","2/17/2017",850000,3600,4304,0,FALSE
"18478",4,"OZONE PARK               ","29  COMMERCIAL GARAGES                      ","4",11518,192,NA,"G1","135-36 CENTREVILLE STREET                ","            ",11417,"0","1","1"," 4,750 "," 3,850 ",1931,4,"G1"," 325,000 ","10/3/2016",325000,3850,4750,0,FALSE
"18485",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7900,76,NA,"A2","80-40 242ND   STREET                     ","            ",11426,"1","0","1"," 4,183 "," 832 ",1950,1,"A2"," 497,500 ","1/30/2017",497500,832,4183,0,FALSE
"18486",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7900,91,NA,"A1","80-10 CROSS ISLAND PARKWAY               ","            ",11426,"1","0","1"," 3,700 "," 2,580 ",1945,1,"A1"," 900,000 ","7/29/2016",9e+05,2580,3700,0,FALSE
"18487",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7915,25,NA,"A1","80-48 230TH   STREET                     ","            ",11427,"1","0","1"," 4,726 "," 1,248 ",1950,1,"A1"," 714,000 ","8/15/2016",714000,1248,4726,0,FALSE
"18488",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7916,18,NA,"A1","80-34 231ST                              ","            ",11427,"1","0","1"," 4,000 "," 1,248 ",1950,1,"A1"," 645,000 ","7/13/2016",645000,1248,4000,0,FALSE
"18489",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7916,29,NA,"A2","80-58 231ST STREET                       ","            ",11427,"1","0","1"," 5,400 "," 1,140 ",1950,1,"A2"," 595,000 ","12/16/2016",595000,1140,5400,0,FALSE
"18490",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7917,35,NA,"A2","80-46 232ND   STREET                     ","            ",11427,"1","0","1"," 4,000 "," 1,275 ",1930,1,"A2"," 560,000 ","2/27/2017",560000,1275,4000,0,FALSE
"18491",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7917,35,NA,"A2","80-46 232ND   STREET                     ","            ",11427,"1","0","1"," 4,000 "," 1,275 ",1930,1,"A2"," 418,000 ","6/30/2016",418000,1275,4000,0,FALSE
"18492",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7917,43,NA,"A1","8062 232 STREET                          ","            ",11427,"1","0","1"," 4,000 "," 1,248 ",1950,1,"A1"," 240,000 ","3/13/2017",240000,1248,4000,0,FALSE
"18493",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7917,76,NA,"A1","80-31 231ST   STREET                     ","            ",11427,"1","0","1"," 4,000 "," 1,248 ",1950,1,"A1"," 620,000 ","9/21/2016",620000,1248,4000,0,FALSE
"18495",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7919,48,NA,"A1","80-55 233RD   STREET                     ","            ",11427,"1","0","1"," 4,000 "," 1,396 ",1940,1,"A1"," 650,000 ","8/23/2016",650000,1396,4000,0,FALSE
"18497",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7920,42,NA,"A2","234-07 SEWARD AVENUE                     ","            ",11427,"1","0","1"," 4,000 "," 1,100 ",1945,1,"A2"," 691,000 ","4/20/2017",691000,1100,4000,0,FALSE
"18498",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7920,44,NA,"A2","234-03 SEWARD AVENUE                     ","            ",11427,"1","0","1"," 4,000 "," 1,100 ",1945,1,"A2"," 616,000 ","11/28/2016",616000,1100,4000,0,FALSE
"18499",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7921,44,NA,"A2","235-03 SEWARD AVENUE                     ","            ",11427,"1","0","1"," 4,000 "," 1,024 ",1945,1,"A2"," 645,000 ","8/5/2016",645000,1024,4000,0,FALSE
"18500",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7921,60,NA,"A2","80-31 235TH   STREET                     ","            ",11427,"1","0","1"," 4,000 "," 1,251 ",1945,1,"A2"," 650,000 ","4/3/2017",650000,1251,4000,0,FALSE
"18502",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7935,53,NA,"A1","82-22 235TH STREET                       ","            ",11427,"1","0","1"," 6,000 "," 1,716 ",1930,1,"A1"," 730,000 ","7/13/2016",730000,1716,6000,0,FALSE
"18504",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7951,26,NA,"A0","86-35 MUSKET STREET                      ","            ",11427,"1","0","1"," 4,000 "," 1,200 ",1945,1,"A0"," 635,000 ","2/15/2017",635000,1200,4000,0,FALSE
"18505",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7951,26,NA,"A0","86-35 MUSKET STREET                      ","            ",11427,"1","0","1"," 4,000 "," 1,200 ",1945,1,"A0"," 525,000 ","8/5/2016",525000,1200,4000,0,FALSE
"18506",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7951,28,NA,"A0","86-31 MUSKET STREET                      ","            ",11427,"1","0","1"," 4,000 "," 1,200 ",1945,1,"A0"," 627,500 ","8/10/2016",627500,1200,4000,0,FALSE
"18508",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7955,323,NA,"A2","85-50 239TH   STREET                     ","            ",11426,"1","0","1"," 4,000 "," 576 ",1940,1,"A2"," 500,000 ","6/7/2016",5e+05,576,4000,0,FALSE
"18510",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7970,4,NA,"A5","89-50 MOLINE STREET                      ","            ",11428,"1","0","1"," 1,600 "," 1,422 ",1940,1,"A5"," 420,000 ","9/9/2016",420000,1422,1600,0,FALSE
"18512",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7970,15,NA,"A5","89-28 MOLINE STREET                      ","            ",11428,"1","0","1"," 1,600 "," 1,548 ",1940,1,"A5"," 410,000 ","9/29/2016",410000,1548,1600,0,FALSE
"18516",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10601,36,NA,"S1","212-21 JAMAICA AVENUE                    ","            ",11428,"1","1","2"," 1,712 "," 1,664 ",1931,1,"S1"," 518,000 ","8/18/2016",518000,1664,1712,0,FALSE
"18517",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10601,37,NA,"S1","212-19 JAMAICA AVENUE                    ","            ",11428,"1","1","2"," 1,680 "," 1,664 ",1931,1,"S1"," 452,000 ","12/8/2016",452000,1664,1680,0,FALSE
"18518",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10602,18,NA,"A1","94-24 213TH   STREET                     ","            ",11428,"1","0","1"," 2,500 "," 1,142 ",1930,1,"A1"," 385,000 ","7/18/2016",385000,1142,2500,0,FALSE
"18519",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10602,27,NA,"A1","94-38 213TH STREET                       ","            ",11428,"1","0","1"," 4,300 "," 1,662 ",1930,1,"A1"," 485,000 ","2/14/2017",485000,1662,4300,0,FALSE
"18520",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10603,18,NA,"A2","94-33 213TH   STREET                     ","            ",11428,"1","0","1"," 4,000 "," 840 ",1920,1,"A2"," 383,000 ","8/12/2016",383000,840,4000,0,FALSE
"18521",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10603,53,NA,"A1","94-26 214 ST                             ","            ",11428,"1","0","1"," 3,200 "," 1,650 ",1920,1,"A1"," 158,753 ","2/13/2017",158753,1650,3200,0,FALSE
"18522",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10604,19,NA,"A1","94-38 214TH PLACE                        ","            ",11428,"1","0","1"," 3,300 "," 1,496 ",1920,1,"A1"," 500,000 ","1/13/2017",5e+05,1496,3300,0,FALSE
"18524",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10607,30,NA,"A1","94-22 215TH PL                           ","            ",11428,"1","0","1"," 3,162 "," 1,200 ",1930,1,"A1"," 535,000 ","7/28/2016",535000,1200,3162,0,FALSE
"18527",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10610,6,NA,"A1","94-40 218TH   STREET                     ","            ",11428,"1","0","1"," 7,500 "," 2,852 ",1920,1,"A1"," 705,000 ","8/31/2016",705000,2852,7500,0,FALSE
"18528",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10613,21,NA,"A1","9332 213 ST                              ","            ",11428,"1","0","1"," 2,500 "," 1,184 ",1920,1,"A1"," 445,000 ","8/23/2016",445000,1184,2500,0,FALSE
"18529",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10613,26,NA,"A1","93-44 213 STREET                         ","            ",11428,"1","0","1"," 2,900 "," 1,548 ",1920,1,"A1"," 200,000 ","11/7/2016",2e+05,1548,2900,0,FALSE
"18530",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10613,38,NA,"A1","9331 212 PLACE                           ","            ",11428,"1","0","1"," 2,500 "," 1,168 ",1920,1,"A1"," 400,000 ","11/2/2016",4e+05,1168,2500,0,FALSE
"18531",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10614,36,NA,"A1","93-32 214TH STREET                       ","            ",11428,"1","0","1"," 2,500 "," 1,088 ",1920,1,"A1"," 490,000 ","2/3/2017",490000,1088,2500,0,FALSE
"18532",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10615,15,NA,"A1","93-34 214TH   PLACE                      ","            ",11428,"1","0","1"," 2,750 "," 1,216 ",1920,1,"A1"," 477,500 ","6/27/2016",477500,1216,2750,0,FALSE
"18533",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10615,29,NA,"A1","93-49 214TH   STREET                     ","            ",11428,"1","0","1"," 2,750 "," 1,152 ",1920,1,"A1"," 540,000 ","10/20/2016",540000,1152,2750,0,FALSE
"18534",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10616,58,NA,"A1","93-39 214TH PLACE                        ","            ",11428,"1","0","1"," 3,180 "," 1,188 ",1920,1,"A1"," 490,000 ","12/5/2016",490000,1188,3180,0,FALSE
"18535",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10616,66,NA,"A1","93-21 214TH   PLACE                      ","            ",11428,"1","0","1"," 2,425 "," 1,216 ",1920,1,"A1"," 475,000 ","12/22/2016",475000,1216,2425,0,FALSE
"18537",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10617,43,NA,"A1","93-57 VANDERVEER STREET                  ","            ",11428,"1","0","1"," 2,448 "," 1,200 ",1920,1,"A1"," 520,000 ","3/28/2017",520000,1200,2448,0,FALSE
"18538",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10617,53,NA,"A1","93-35 VANDERVEER STREET                  ","            ",11428,"1","0","1"," 2,448 "," 1,088 ",1920,1,"A1"," 432,600 ","8/16/2016",432600,1088,2448,0,FALSE
"18539",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10618,25,NA,"A1","93-09 215TH   STREET                     ","            ",11428,"1","0","1"," 3,060 "," 1,700 ",1920,1,"A1"," 450,000 ","8/25/2016",450000,1700,3060,0,FALSE
"18540",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10618,40,NA,"A1","93-20 215TH   PLACE                      ","            ",11428,"1","0","1"," 3,060 "," 1,280 ",1920,1,"A1"," 470,000 ","9/30/2016",470000,1280,3060,0,FALSE
"18542",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10619,35,NA,"A1","93-10 216TH STREET                       ","            ",11428,"1","0","1"," 4,200 "," 1,408 ",1930,1,"A1"," 555,000 ","11/28/2016",555000,1408,4200,0,FALSE
"18543",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10620,39,NA,"A1","93-18 217TH   STREET                     ","            ",11428,"1","0","1"," 4,000 "," 1,752 ",1930,1,"A1"," 410,000 ","7/29/2016",410000,1752,4000,0,FALSE
"18544",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10625,7,NA,"A1","92-14 213TH   STREET                     ","            ",11428,"1","0","1"," 2,500 "," 1,120 ",1925,1,"A1"," 450,000 ","6/10/2016",450000,1120,2500,0,FALSE
"18546",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10627,12,NA,"A1","92-29 214TH STREET                       ","            ",11428,"1","0","1"," 2,750 "," 1,024 ",1920,1,"A1"," 435,000 ","7/28/2016",435000,1024,2750,0,FALSE
"18547",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10627,20,NA,"A1","92-09 214 STREET                         ","            ",11428,"1","0","1"," 2,375 "," 1,024 ",1920,1,"A1"," 400,000 ","11/16/2016",4e+05,1024,2375,0,FALSE
"18548",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10627,30,NA,"A1","92-10 214 PLACE                          ","            ",11428,"1","0","1"," 2,375 "," 1,312 ",1920,1,"A1"," 540,000 ","12/21/2016",540000,1312,2375,0,FALSE
"18549",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10627,40,NA,"A1","92-34 214TH PLACE                        ","            ",11428,"1","0","1"," 2,750 "," 1,312 ",1920,1,"A1"," 460,000 ","12/6/2016",460000,1312,2750,0,FALSE
"18551",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10629,37,NA,"A1","9212 215 STREET                          ","            ",11428,"1","0","1"," 2,500 "," 1,136 ",1930,1,"A1"," 120,000 ","5/27/2016",120000,1136,2500,0,FALSE
"18552",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10629,39,NA,"A1","92-18 215TH STREET                       ","            ",11428,"1","0","1"," 2,500 "," 1,360 ",1930,1,"A1"," 460,000 ","6/27/2016",460000,1360,2500,0,FALSE
"18553",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10631,28,NA,"A5","92-58 215TH PLACE                        ","            ",11428,"1","0","1"," 2,000 "," 1,344 ",1930,1,"A5"," 340,000 ","2/10/2017",340000,1344,2000,0,FALSE
"18554",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10632,1,NA,"A1","92-02 216TH STREET                       ","            ",11428,"1","0","1"," 3,000 "," 1,691 ",1930,1,"A1"," 475,000 ","6/29/2016",475000,1691,3000,0,FALSE
"18557",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10632,61,NA,"A5","92-15 215TH   PLACE                      ","            ",11428,"1","0","1"," 2,000 "," 1,200 ",1930,1,"A5"," 424,500 ","5/6/2016",424500,1200,2000,0,FALSE
"18558",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10634,56,NA,"A1","92-37 217TH STREET                       ","            ",11428,"1","0","1"," 3,000 "," 1,720 ",1930,1,"A1"," 475,000 ","8/22/2016",475000,1720,3000,0,FALSE
"18559",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10636,60,NA,"A1","91-28 213TH   STREET                     ","            ",11428,"1","0","1"," 2,500 "," 1,160 ",1920,1,"A1"," 480,000 ","9/29/2016",480000,1160,2500,0,FALSE
"18560",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10637,9,NA,"A1","91-11 213 STREET                         ","            ",11428,"1","0","1"," 2,375 "," 1,136 ",1920,1,"A1"," 499,000 ","10/28/2016",499000,1136,2375,0,FALSE
"18561",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10637,30,NA,"A1","213-15 92ND   AVENUE                     ","            ",11428,"1","0","1"," 2,791 "," 1,136 ",1920,1,"A1"," 495,000 ","10/31/2016",495000,1136,2791,0,FALSE
"18562",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10639,7,NA,"A1","91-17 VANDERVEER STREET                  ","            ",11428,"1","0","1"," 2,900 "," 1,136 ",1920,1,"A1"," 512,000 ","3/30/2017",512000,1136,2900,0,FALSE
"18565",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10641,91,NA,"A1","91-01 215 PLACE                          ","            ",11428,"1","0","1"," 3,500 "," 1,120 ",1920,1,"A1"," 485,000 ","12/20/2016",485000,1120,3500,0,FALSE
"18566",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10642,33,NA,"A1","91-17 216 STREET                         ","            ",11428,"1","0","1"," 3,000 "," 1,136 ",1920,1,"A1"," 467,000 ","8/12/2016",467000,1136,3000,0,FALSE
"18568",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10646,11,NA,"A1","90-21 213TH   STREET                     ","            ",11428,"1","0","1"," 2,340 "," 1,334 ",1925,1,"A1"," 450,000 ","2/15/2017",450000,1334,2340,0,FALSE
"18569",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10646,12,NA,"A1","90-17 213TH ST                           ","            ",11428,"1","0","1"," 2,340 "," 1,334 ",1925,1,"A1"," 500,000 ","11/29/2016",5e+05,1334,2340,0,FALSE
"18572",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10649,19,NA,"A1","90-07 215 STREET                         ","            ",11428,"1","0","1"," 3,400 "," 1,160 ",1930,1,"A1"," 478,000 ","7/25/2016",478000,1160,3400,0,FALSE
"18573",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10651,57,NA,"A1","90-18 217 STREET                         ","            ",11428,"1","0","1"," 3,200 "," 1,452 ",1930,1,"A1"," 520,000 ","8/11/2016",520000,1452,3200,0,FALSE
"18576",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10654,7,NA,"A1","89-77 212TH PLACE                        ","            ",11427,"1","0","1"," 3,800 "," 1,372 ",1925,1,"A1"," 550,000 ","8/5/2016",550000,1372,3800,0,FALSE
"18577",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10654,60,NA,"A1","89-28 213TH STREET                       ","            ",11427,"1","0","1"," 2,700 "," 1,216 ",1925,1,"A1"," 455,000 ","2/15/2017",455000,1216,2700,0,FALSE
"18578",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10655,85,NA,"A1","89-80 214TH STREET                       ","            ",11427,"1","0","1"," 2,688 "," 1,325 ",1920,1,"A1"," 490,000 ","8/24/2016",490000,1325,2688,0,FALSE
"18579",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10656,135,NA,"A1","89-02 VANDERVEER STREET                  ","            ",11427,"1","0","1"," 2,352 "," 1,325 ",1930,1,"A1"," 420,000 ","2/17/2017",420000,1325,2352,0,FALSE
"18580",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10656,180,NA,"A1","89-88 VANDERVEER STREET                  ","            ",11427,"1","0","1"," 2,325 "," 1,348 ",1930,1,"A1"," 260,000 ","3/3/2017",260000,1348,2325,0,FALSE
"18581",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10657,25,NA,"A1","89-02 215TH STREET                       ","            ",11427,"1","0","1"," 2,400 "," 2,058 ",1940,1,"A1"," 635,000 ","11/21/2016",635000,2058,2400,0,FALSE
"18583",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10657,66,NA,"A5","89-61 VANDERVEER STREET                  ","            ",11427,"1","0","1"," 3,242 "," 1,234 ",1950,1,"A5"," 470,000 ","12/28/2016",470000,1234,3242,0,FALSE
"18584",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10657,137,NA,"A1","8982 215TH STREET                        ","            ",11427,"1","0","1"," 3,300 "," 1,268 ",1930,1,"A1"," 390,000 ","11/17/2016",390000,1268,3300,0,FALSE
"18585",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10657,140,NA,"A1","89-90 215TH   STREET                     ","            ",11427,"1","0","1"," 3,700 "," 1,660 ",1930,1,"A1"," 550,000 ","11/30/2016",550000,1660,3700,0,FALSE
"18586",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10658,4,NA,"A1","89-83 215TH   STREET                     ","            ",11427,"1","0","1"," 3,300 "," 1,272 ",1925,1,"A1"," 390,000 ","3/29/2017",390000,1272,3300,0,FALSE
"18587",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10658,26,NA,"A1","89-70 215TH   PLACE                      ","            ",11427,"1","0","1"," 3,200 "," 1,320 ",1925,1,"A1"," 380,000 ","2/23/2017",380000,1320,3200,0,FALSE
"18588",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10658,43,NA,"A1","89-90 215 PLACE                          ","            ",11427,"1","0","1"," 3,500 "," 1,392 ",1925,1,"A1"," 475,000 ","3/2/2017",475000,1392,3500,0,FALSE
"18589",4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10658,43,NA,"A1","89-90 215TH PLACE                        ","            ",11427,"1","0","1"," 3,500 "," 1,392 ",1925,1,"A1"," 350,000 ","9/14/2016",350000,1392,3500,0,FALSE
